Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Activity,Observation Status,Reporting Type,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),578,Norway,ISIC4_C,A,G,KG_PER_CON_USD,0.274,0.258,0.223,0.271,0.268,0.228,0.22,0.207,0.205,0.181,0.22,0.217,0.213,0.201,0.191,0.195,0.202,0.207,0.203,0.199,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),9,Oceania,ISIC4_C,A,G,KG_PER_CON_USD,0.501,0.484,0.387,0.45,0.459,0.437,0.425,0.419,0.457,0.417,0.38,0.387,0.398,0.395,0.406,0.381,0.381,0.37,0.391,0.397,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),543,Oceania (exc. Australia and New Zealand),ISIC4_C,A,G,KG_PER_CON_USD,1.109,1.113,1.178,1.214,1.234,1.228,1.175,1.08,1.292,1.414,1.299,1.247,1.282,1.325,1.371,1.392,1.375,1.425,1.421,1.416,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),512,Oman,ISIC4_C,A,G,KG_PER_CON_USD,1.69,1.325,1.516,1.431,1.278,1.177,2.212,2.426,1.643,1.375,1.318,1.485,1.577,1.54,1.821,1.838,2.017,1.933,1.73,1.684,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),158,Other non-specified areas in Eastern Asia,ISIC4_C,A,G,KG_PER_CON_USD,0.71,0.73,0.69,0.592,0.538,0.487,0.466,0.398,0.355,0.338,0.31,0.297,0.273,0.272,0.227,0.219,0.213,0.193,0.171,0.166,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),586,Pakistan,ISIC4_C,A,G,KG_PER_CON_USD,1.533,1.416,1.501,1.679,1.72,1.591,1.593,1.617,1.347,1.422,1.344,1.299,1.192,1.07,1.153,1.211,1.312,1.403,1.354,1.376,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),591,Panama,ISIC4_C,A,G,KG_PER_CON_USD,0.368,0.467,0.295,0.094,0.349,0.797,0.682,0.633,0.456,0.643,0.651,0.703,0.81,0.772,0.747,0.656,0.562,0.516,0.513,0.522,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),600,Paraguay,ISIC4_C,A,G,KG_PER_CON_USD,0.052,0.048,0.049,0.032,0.039,0.044,0.033,0.02,0.019,0.027,0.028,0.025,0.044,0.019,0.027,0.046,0.026,0.023,0.027,0.025,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),604,Peru,ISIC4_C,A,G,KG_PER_CON_USD,0.507,0.451,0.454,0.405,0.436,0.42,0.356,0.394,0.339,0.357,0.28,0.281,0.262,0.285,0.286,0.296,0.262,0.264,0.259,0.266,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),608,Philippines,ISIC4_C,A,G,KG_PER_CON_USD,0.32,0.256,0.228,0.254,0.249,0.242,0.243,0.297,0.271,0.239,0.251,0.233,0.201,0.221,0.218,0.209,0.236,0.231,0.189,0.171,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),616,Poland,ISIC4_C,A,G,KG_PER_CON_USD,1.456,1.317,1.22,1.067,0.963,0.807,0.69,0.647,0.526,0.447,0.438,0.419,0.394,0.391,0.365,0.321,0.314,0.336,0.321,0.306,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),620,Portugal,ISIC4_C,A,G,KG_PER_CON_USD,0.398,0.363,0.361,0.316,0.283,0.277,0.271,0.28,0.258,0.263,0.251,0.24,0.223,0.217,0.221,0.21,0.2,0.2,0.189,0.186,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),634,Qatar,ISIC4_C,A,G,KG_PER_CON_USD,1.262,1.126,1.543,1.232,1.457,1.252,1.243,1.499,1.274,1.001,0.941,0.705,1.06,0.984,1.098,1.095,1.144,1.113,1.052,1.266,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),410,Republic of Korea,ISIC4_C,A,G,KG_PER_CON_USD,0.514,0.492,0.408,0.374,0.329,0.286,0.281,0.241,0.247,0.224,0.224,0.217,0.205,0.201,0.182,0.188,0.176,0.168,0.163,0.146,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),498,Republic of Moldova,ISIC4_C,A,G,KG_PER_CON_USD,0.724,0.718,0.696,0.624,0.624,1.252,0.952,1.124,0.894,0.974,1.425,1.385,1.393,0.943,0.991,0.811,0.797,0.95,1.012,1.032,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),642,Romania,ISIC4_C,A,G,KG_PER_CON_USD,0.93,0.907,0.893,0.827,0.767,0.741,0.623,0.605,0.505,0.366,0.369,0.356,0.412,0.359,0.344,0.329,0.291,0.274,0.284,0.293,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),643,Russian Federation,ISIC4_C,A,G,KG_PER_CON_USD,1.482,1.351,1.319,1.155,1.075,0.991,0.902,0.952,0.974,1.11,1.108,1.092,1.266,1.238,1.34,1.363,1.394,1.34,1.205,1.305,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),682,Saudi Arabia,ISIC4_C,A,G,KG_PER_CON_USD,1.637,1.571,1.77,1.702,1.602,1.527,1.539,1.574,1.607,1.622,1.827,1.667,1.451,1.411,1.49,1.432,1.231,1.071,1.005,1.048,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),686,Senegal,ISIC4_C,A,G,KG_PER_CON_USD,0.259,0.315,0.333,0.269,0.403,0.338,0.264,0.356,0.376,0.381,0.361,0.455,0.396,0.384,0.504,0.542,0.541,0.289,0.324,0.259,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),688,Serbia,ISIC4_C,A,G,KG_PER_CON_USD,1.187,1.316,1.296,1.53,1.738,1.206,1.347,1.316,1.171,0.702,0.839,0.938,0.825,0.611,0.625,0.556,0.616,0.559,0.606,0.486,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),702,Singapore,ISIC4_C,A,G,KG_PER_CON_USD,0.109,0.13,0.128,0.148,0.143,0.141,0.132,0.131,0.142,0.214,0.187,0.184,0.181,0.204,0.214,0.229,0.224,0.241,0.204,0.207,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),703,Slovakia,ISIC4_C,A,G,KG_PER_CON_USD,2.075,1.539,1.6,1.32,1.033,0.923,0.819,0.73,0.688,0.651,0.535,0.509,0.522,0.541,0.464,0.405,0.421,0.442,0.423,0.35,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),705,Slovenia,ISIC4_C,A,G,KG_PER_CON_USD,0.348,0.307,0.261,0.293,0.283,0.284,0.281,0.238,0.225,0.227,0.216,0.193,0.189,0.192,0.186,0.176,0.169,0.168,0.177,0.162,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),722,Small island developing States (SIDS),ISIC4_C,A,G,KG_PER_CON_USD,0.398,0.456,0.377,0.345,0.302,0.313,0.316,0.322,0.308,0.343,0.329,0.302,0.302,0.323,0.298,0.322,0.298,0.31,0.279,0.296,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),710,South Africa,ISIC4_C,A,G,KG_PER_CON_USD,1.328,1.027,1.106,1.2,1.363,1.349,1.168,0.936,0.945,1.571,1.332,1.075,1.072,1.209,1.258,1.137,1.131,1.061,1.062,0.998,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),5,South America,ISIC4_C,A,G,KG_PER_CON_USD,0.442,0.442,0.465,0.45,0.425,0.403,0.382,0.344,0.348,0.346,0.386,0.396,0.385,0.379,0.385,0.364,0.352,0.367,0.368,0.354,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),728,South Sudan,ISIC4_C,A,G,KG_PER_CON_USD,,,,,,,,,,,,,0.203,0.097,0.093,0.189,0.195,0.429,0.45,0.432,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),35,South-Eastern Asia,ISIC4_C,A,G,KG_PER_CON_USD,0.532,0.559,0.538,0.574,0.578,0.569,0.623,0.618,0.584,0.589,0.631,0.615,0.56,0.47,0.485,0.529,0.411,0.43,0.46,0.538,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),18,Southern Africa,ISIC4_C,A,G,KG_PER_CON_USD,1.278,0.993,1.069,1.155,1.311,1.296,1.122,0.909,0.907,1.496,1.266,1.021,1.02,1.148,1.193,1.079,1.07,1.003,1.005,0.941,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),34,Southern Asia,ISIC4_C,A,G,KG_PER_CON_USD,1.581,1.521,1.532,1.432,1.391,1.405,1.346,1.438,1.41,1.434,1.461,1.522,1.444,1.486,1.479,1.377,1.33,1.341,1.277,1.318,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),39,Southern Europe,ISIC4_C,A,G,KG_PER_CON_USD,0.302,0.301,0.298,0.316,0.299,0.289,0.254,0.256,0.245,0.223,0.227,0.221,0.214,0.2,0.186,0.172,0.167,0.16,0.163,0.155,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),724,Spain,ISIC4_C,A,G,KG_PER_CON_USD,0.318,0.335,0.334,0.346,0.347,0.345,0.268,0.292,0.279,0.254,0.271,0.267,0.248,0.242,0.217,0.182,0.175,0.187,0.199,0.19,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),144,Sri Lanka,ISIC4_C,A,G,KG_PER_CON_USD,0.108,0.119,0.121,0.156,0.105,0.14,0.13,0.119,0.108,0.099,0.092,0.087,0.095,0.083,0.08,0.226,0.12,0.05,0.058,0.058,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),202,Sub-Saharan Africa,ISIC4_C,A,G,KG_PER_CON_USD,0.615,0.525,0.541,0.617,0.665,0.667,0.621,0.542,0.539,0.679,0.617,0.578,0.539,0.533,0.535,0.498,0.495,0.46,0.457,0.467,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),738,Sub-Saharan Africa (inc. Sudan),ISIC4_C,A,G,KG_PER_CON_USD,0.609,0.518,0.533,0.607,0.653,0.662,0.626,0.551,0.543,0.692,0.641,0.57,0.532,0.524,0.527,0.489,0.486,0.451,0.448,0.458,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),729,Sudan,ISIC4_C,A,G,KG_PER_CON_USD,0.197,0.139,0.135,0.138,0.148,0.253,0.377,0.41,0.335,0.52,0.629,0.353,0.338,0.231,0.243,0.225,0.237,0.213,0.204,0.202,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),740,Suriname,ISIC4_C,A,G,KG_PER_CON_USD,1.883,1.69,0.082,0.078,0.077,0.076,0.074,0.067,0.065,0.066,0.067,0.055,0.084,0.063,0.072,0.07,0.102,0.069,0.055,0.078,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),752,Sweden,ISIC4_C,A,G,KG_PER_CON_USD,0.223,0.201,0.196,0.183,0.175,0.14,0.117,0.112,0.11,0.102,0.111,0.1,0.097,0.094,0.088,0.087,0.081,0.08,0.078,0.08,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),756,Switzerland,ISIC4_C,A,G,KG_PER_CON_USD,0.063,0.063,0.055,0.058,0.057,0.054,0.054,0.05,0.049,0.051,0.049,0.043,0.044,0.043,0.042,0.04,0.039,0.037,0.034,0.032,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),760,Syrian Arab Republic,ISIC4_C,A,G,KG_PER_CON_USD,17.107,7.252,6.474,7.325,2.791,3.942,4.007,3.6,3.553,2.619,2.736,2.83,3.319,3.254,3.072,2.848,3.031,3.229,2.794,2.225,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),762,Tajikistan,ISIC4_C,A,G,KG_PER_CON_USD,0,0,0,0,0,0,0,0,0,0,0,0,0.123,0.108,0.077,0.071,0.869,1.142,1.216,1.087,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),764,Thailand,ISIC4_C,A,G,KG_PER_CON_USD,0.497,0.534,0.551,0.504,0.531,0.54,0.542,0.43,0.466,0.472,0.473,0.44,0.454,0.463,0.461,0.518,0.458,0.456,0.4,0.448,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),768,Togo,ISIC4_C,A,G,KG_PER_CON_USD,0.992,0.747,0.695,0.473,0.565,0.338,0.269,0.13,0.263,0.5,0.827,0.659,0.47,0.528,0.514,0.048,0.152,0.036,0.137,0.135,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),780,Trinidad and Tobago,ISIC4_C,A,G,KG_PER_CON_USD,1.181,1.417,1.217,1.042,0.932,1.001,0.702,0.871,0.716,0.612,0.801,0.808,0.852,0.857,0.876,0.733,0.529,0.556,0.517,0.546,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),788,Tunisia,ISIC4_C,A,G,KG_PER_CON_USD,0.788,0.757,0.739,0.881,0.905,0.883,0.923,0.851,0.818,0.726,0.709,0.669,0.722,0.729,0.808,0.808,0.78,0.769,0.717,0.728,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),792,Turkey,ISIC4_C,A,G,KG_PER_CON_USD,0.921,0.736,0.883,0.91,0.784,0.668,0.7,0.656,0.39,0.475,0.505,0.444,0.452,0.352,0.346,0.331,0.323,0.404,0.425,0.406,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),795,Turkmenistan,ISIC4_C,A,G,KG_PER_CON_USD,0.156,0.121,0.093,0.141,0.188,0.166,0.163,0.136,0.096,0.127,0.118,0.117,0.121,0.131,0.139,0.153,0.17,0.189,0.179,0.212,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),804,Ukraine,ISIC4_C,A,G,KG_PER_CON_USD,7.754,7.515,6.84,6.443,5.578,4.203,4.217,3.939,3.716,3.555,3.775,3.913,3.722,3.882,4.169,3.662,3.27,2.547,2.829,2.789,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),784,United Arab Emirates,ISIC4_C,A,G,KG_PER_CON_USD,1.803,2.209,1.951,1.778,1.554,1.503,1.367,1.672,1.852,2.49,2.562,2.442,2.676,2.647,2.387,2.588,2.511,1.98,1.529,1.9,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),826,United Kingdom of Great Britain and Northern Ireland,ISIC4_C,A,G,KG_PER_CON_USD,0.266,0.275,0.245,0.242,0.231,0.214,0.2,0.196,0.19,0.171,0.176,0.16,0.156,0.153,0.146,0.139,0.117,0.117,0.109,0.102,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),834,United Republic of Tanzania,ISIC4_C,A,G,KG_PER_CON_USD,0.376,0.305,0.274,0.249,0.239,0.245,0.231,0.203,0.172,0.157,0.158,0.271,0.256,0.305,0.404,0.408,0.309,0.401,0.39,0.408,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),840,United States of America,ISIC4_C,A,G,KG_PER_CON_USD,0.324,0.32,0.277,0.259,0.256,0.232,0.219,0.208,0.209,0.199,0.227,0.199,0.2,0.191,0.191,0.186,0.189,0.178,0.179,0.169,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),858,Uruguay,ISIC4_C,A,G,KG_PER_CON_USD,0.162,0.155,0.146,0.147,0.143,0.127,0.114,0.116,0.116,0.102,0.089,0.1,0.103,0.106,0.119,0.114,0.126,0.123,0.123,0.133,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),860,Uzbekistan,ISIC4_C,A,G,KG_PER_CON_USD,3.391,3.357,3.379,3.155,2.979,2.733,2.674,2.44,2.375,2.017,2.275,2.128,1.606,1.313,1.052,0.881,0.888,0.944,0.802,0.9,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),862,Venezuela (Bolivarian Republic of),ISIC4_C,A,G,KG_PER_CON_USD,0.548,0.569,0.748,0.827,0.73,0.68,0.58,0.278,0.373,0.425,0.749,0.68,0.71,0.636,0.618,0.417,0.505,0.707,1.078,1.185,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),704,Viet Nam,ISIC4_C,A,G,KG_PER_CON_USD,1.685,1.723,1.721,1.653,1.731,1.618,1.433,1.418,1.7,1.823,2.489,2.274,2.057,2.064,2.144,2.385,1.037,0.994,1.414,1.591,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),11,Western Africa,ISIC4_C,A,G,KG_PER_CON_USD,0.169,0.159,0.149,0.288,0.255,0.213,0.202,0.214,0.222,0.162,0.161,0.262,0.218,0.2,0.201,0.203,0.195,0.184,0.179,0.184,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),145,Western Asia,ISIC4_C,A,G,KG_PER_CON_USD,1.064,1.046,1.113,1.079,0.989,0.928,0.931,0.951,0.884,0.968,1.011,0.925,0.93,0.883,0.881,0.879,0.831,0.766,0.708,0.758,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),485,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",ISIC4_C,A,G,KG_PER_CON_USD,1.288,1.253,1.315,1.279,1.156,1.088,1.091,1.114,1.015,1.112,1.173,1.062,1.064,0.985,0.981,0.977,0.916,0.843,0.782,0.84,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),155,Western Europe,ISIC4_C,A,G,KG_PER_CON_USD,0.214,0.209,0.201,0.204,0.191,0.184,0.177,0.168,0.172,0.173,0.17,0.16,0.159,0.159,0.149,0.149,0.147,0.14,0.136,0.131,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),1,World,ISIC4_C,A,G,KG_PER_CON_USD,0.511,0.512,0.498,0.501,0.522,0.547,0.536,0.533,0.538,0.571,0.577,0.572,0.559,0.543,0.524,0.499,0.471,0.447,0.436,0.434,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),887,Yemen,ISIC4_C,A,G,KG_PER_CON_USD,0.458,0.494,0.577,0.876,0.852,0.889,0.82,0.871,0.917,0.821,0.724,0.722,0.613,0.858,0.927,0.449,0.391,0.434,0.49,0.68,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),894,Zambia,ISIC4_C,A,G,KG_PER_CON_USD,0.635,0.646,0.634,0.621,0.515,0.579,0.377,0.282,0.23,0.224,0.171,0.165,0.419,0.39,0.356,0.357,0.324,0.366,0.341,0.36,,,,,,,,,,,,,,,,,,,,,
9,9.4,9.4.1,EN_ATM_CO2MVA,Carbon dioxide emissions per unit of manufacturing value added (kilogrammes of CO2 per constant 2015 United States dollars),716,Zimbabwe,ISIC4_C,A,G,KG_PER_CON_USD,1.804,1.701,1.688,1.624,1.394,1.401,1.798,2.039,1.233,0.466,0.546,0.578,0.623,0.391,0.422,0.429,0.426,0.43,0.447,0.433,,,,,,,,,,,,,,,,,,,,,
