metric_key,economic_category,cou_metric_key,year,GDP,GDP_15,GDP_PC,GDP_PC_PPP,GDP_PC_PPP_17,GDP_PEMP,GDP_PPP,MFG_VA,ELC_POP,ELC_RUR_POP,CO2GDP,AtmCO2
developed-2014,Developed,spain-2014,2014,1371222712535.68,1151440273248.83,24772.3413090317,33525.7406299089,35968.6201369865,94926.9732443166,1558305994181.4,11.3103807750364,100.0,100.0,0.139,0.217
developed-2015,Developed,spain-2015,2015,1195599995808.59,1195599995808.59,25742.3688346767,34903.1274779473,37377.068016704,95796.5035298989,1621069891987.84,11.3004018225856,100.0,100.0,0.142,0.182
developed-2016,Developed,spain-2016,2016,1232912963206.23,1231842234380.86,26500.3139007271,37286.2134326488,38477.5791805612,95981.8420738368,1733214656948.48,11.2753178194355,100.0,100.0,0.133,0.175
developed-2017,Developed,spain-2017,2017,1312539279462.36,1268472802464.84,27224.3980320415,39528.9253872668,39528.9253872668,96340.9233288214,1841780549395.31,11.3369258271386,100.0,100.0,0.138,0.187
developed-2018,Developed,spain-2018,2018,1420994142512.16,1297505426273.83,27725.8055220733,40696.3876815487,40256.9524767458,96107.5240962706,1904499539409.75,11.0346982652945,100.0,100.0,0.131,0.199
developed-2019,Developed,spain-2019,2019,1393046093137.25,1324560898111.72,28101.5270745864,41695.1469476327,40802.48774251,96004.5725997208,1965293955067.71,10.9501557006529,100.0,100.0,0.12,0.19
developing-2000,Developing,thailand-2000,2000,126392233706.79,221454725108.405,3517.79891401225,7302.89176455799,9809.62237014961,18194.5696565481,459736308910.292,28.375445282081,82.0999984741211,73.9577713012695,0.248,0.497
developing-2001,Developing,thailand-2001,2001,120296476180.402,229082177284.849,3605.36823470443,7648.85517154723,10053.8153977212,18411.8064626125,486002062027.422,27.8267674786216,90.4513778686523,86.0493545532227,0.252,0.534
developing-2002,Developing,thailand-2002,2002,134300851255.002,243168522955.031,3795.41072877418,8179.39791825619,10583.7618633023,19113.8715913752,524046605908.762,28.5150317752876,91.0802230834961,86.7826919555664,0.252,0.551
developing-2003,Developing,thailand-2003,2003,152280677649.055,260650499707.576,4037.9711348991,8863.74089898519,11260.1581111258,20166.3402440743,572153296151.954,29.5805029456399,91.7038269042969,87.5297241210938,0.245,0.504
developing-2004,Developing,thailand-2004,2004,172895749632.046,277043701431.254,4262.51880741681,9608.54569481236,11886.3246218723,21024.543762075,624510338823.675,29.4189680545022,92.3245468139648,88.2914505004883,0.252,0.531
developing-2005,Developing,thailand-2005,2005,189318549680.384,288645289937.08,4412.44429474605,10256.3348319773,12304.4020760731,21506.1622598363,670930337815.91,29.6150680597619,92.9447326660156,89.0695648193359,0.25,0.54
developing-2013,Developing,thailand-2013,2013,420333203150.426,385308560264.96,5654.28542044534,15407.6654018139,15767.3608137962,27597.8858923085,1049947947719.55,27.5886907461759,99.4405746459961,99.0261611938477,0.228,0.463
developing-2014,Developing,thailand-2014,2014,407339454060.678,389101803069.629,5685.4021214653,15480.2107903621,15854.1318583817,27926.9995839805,1059446245268.47,27.5735009565918,99.4619445800781,99.1635513305664,0.222,0.461
developing-2015,Developing,thailand-2015,2015,401296437424.995,401296437424.995,5840.05306687798,15822.3709934811,16285.3865749723,28847.0554791399,1087226612256.61,27.3740711959416,99.5999984741211,99.5088195800781,0.222,0.518
developing-2016,Developing,thailand-2016,2016,413366150655.591,415081602962.932,6018.177484354,16616.1950047178,16782.0986705337,30065.2366612853,1146040786539.43,27.1442393688371,99.8499603271484,99.8740692138672,0.211,0.458
developing-2017,Developing,thailand-2017,2017,456356961443.497,432422388357.651,6247.9920783153,17422.9523512059,17422.9523512059,31492.943069331,1205839343826.68,27.0148154805347,99.9000015258789,99.9000015258789,0.202,0.456
developing-2018,Developing,thailand-2018,2018,506611070188.362,450539094020.301,6489.25718582616,18530.2117879533,18095.7365704368,32439.9745118596,1286523956730.17,26.7184361866134,99.8199996948242,99.7301864624023,0.192,0.4
developing-2019,Developing,thailand-2019,2019,544263840039.166,460750263751.601,6617.54282167643,19233.8659169861,18453.4698218155,33373.3395439995,1339169089346.26,25.6282516256575,99.9000015258789,99.9000015258789,0.196,0.448
developing-2000,Developing,turkey-2000,2000,274302959053.103,413826859269.854,6543.7314468452,9628.91470174629,15433.5871175503,47619.4090315859,608934453005.717,18.7056269713129,100.0,100.0,0.206,0.921
developing-2001,Developing,turkey-2001,2001,201751148417.102,390031787736.966,6075.99562671406,9280.25319725365,14330.4181402425,44995.6101870998,595720268339.633,17.7146298488846,100.0,100.0,0.199,0.736
developing-2002,Developing,turkey-2002,2002,240253216295.117,415179953304.473,6373.13190722821,9401.23132772185,15031.2229804703,48183.462293518,612446571084.024,16.9326153021282,100.0,100.0,0.197,0.883
developing-2003,Developing,turkey-2003,2003,314592428076.487,439107629560.404,6644.14590345974,9699.92386379777,15670.4176287977,51322.8280178337,641062167603.924,17.1114469831801,100.0,100.0,0.196,0.91
developing-2004,Developing,turkey-2004,2004,408876042651.701,482122333632.277,7194.68202623479,10979.769043155,16968.8736062818,57861.8247520682,735764534767.027,16.9482350609586,99.9979934692383,100.0,0.182,0.784
developing-2005,Developing,turkey-2005,2005,506308311476.63,525476244038.33,7738.57821530378,12003.8479309778,18251.6691007312,61611.3811703601,815102819831.078,16.903863698293,99.9870300292969,100.0,0.174,0.668
developing-2013,Developing,turkey-2013,2013,957783020853.031,776392136706.161,10225.7160912882,22438.7142497217,24117.6584669162,71123.65314671,1703669566586.39,16.2798557387916,100.0,100.0,0.156,0.352
developing-2014,Developing,turkey-2014,2014,938952628604.067,814743696794.687,10549.676064426,24090.2360374724,24881.7277916793,73764.3844629754,1860471150579.8,16.7716970232894,100.0,100.0,0.16,0.346
developing-2015,Developing,turkey-2015,2015,864316670330.882,864316670330.882,11006.2795239649,25753.3905100464,25958.6407622392,75860.5588871805,2022398639513.72,16.6961854458277,100.0,100.0,0.156,0.331
developing-2016,Developing,turkey-2016,2016,869692960365.551,893038641113.713,11187.0536378814,26512.0169514886,26385.0019383343,76253.3834431968,2116397789617.2,16.5954578952398,100.0,100.0,0.161,0.323
developing-2017,Developing,turkey-2017,2017,858996263095.858,960034377547.426,11835.2611056347,27913.8187158996,27913.8187158996,79059.8442787433,2264269908091.15,17.5918310459266,100.0,100.0,0.167,0.404
developing-2018,Developing,turkey-2018,2018,778471901665.148,988642300211.803,12006.8158804758,27960.980283621,28318.4358039399,79335.9593108454,2302309633041.58,19.0433777374516,100.0,100.0,0.161,0.425
developing-2019,Developing,turkey-2019,2019,761004425605.414,997437115405.82,11955.433463876,26867.470307977,28197.2488314389,81538.1136288295,2241542488878.69,18.280976425027,100.0,100.0,0.156,0.406
developing-2000,Developing,zimbabwe-2000,2000,6689957600.0,20159943346.4712,1696.75326246938,2272.59936583514,4353.36819872561,9624.27733770125,27001848458.3816,13.3879817115732,33.6548881530762,7.27254104614258,0.298,1.804
developing-2001,Developing,zimbabwe-2001,2001,6777384700.0,20450168992.3914,1715.0562066148,2347.49946487563,4400.32815262589,9668.10384187318,27991362954.2273,13.1453715472282,34.1728439331055,7.60102128982544,0.3,1.701
developing-2002,Developing,zimbabwe-2002,2002,6342116400.0,18631326129.2109,1558.54688597736,2167.01921456762,3998.77141816258,8732.85629804255,25905182627.5712,11.8717404808275,34.2000007629395,7.18125534057617,0.297,1.688
developing-2003,Developing,zimbabwe-2003,2003,5727591800.0,15464918337.0639,1290.65562372578,1827.8668437957,3311.44148776056,7187.63335594042,21901900825.1989,12.1667399551763,35.1883506774902,8.84504222869873,0.293,1.624
developing-2004,Developing,zimbabwe-2004,2004,5805598400.0,14566787319.4106,1211.88811792455,1762.52064890457,3109.34731034965,6710.74252332877,21185341335.4952,13.9494853794916,35.690601348877,9.84671020507813,0.297,1.394
developing-2005,Developing,zimbabwe-2005,2005,5755215200.0,13734865906.1513,1137.30318034404,1705.56997941708,2917.98436881367,6307.1175946528,20597651853.7163,15.1228489249194,36.1923141479492,10.8304710388184,0.338,1.401
developing-2013,Developing,zimbabwe-2013,2013,19091020000.0,19158629010.1313,1435.06266340408,2560.77326674813,3681.94734038683,8001.52439924888,34187291083.3824,12.9190567083372,40.4983749389648,18.6982822418213,0.279,0.391
developing-2014,Developing,zimbabwe-2014,2014,19495519600.0,19614016081.7204,1443.61777661556,2612.45595398863,3703.8972364708,7993.24145635238,35494681434.6169,12.5907647006238,32.2999992370605,7.69181156158447,0.267,0.422
developing-2015,Developing,zimbabwe-2015,2015,19963120600.0,19963120600.0,1445.06970213198,2679.50761483742,3707.6224489162,8017.18606775712,37016438435.2528,11.8885992203043,33.7000007629395,10.9493141174316,0.268,0.429
developing-2016,Developing,zimbabwe-2016,2016,20548678100.0,20114015690.1416,1433.60877622062,2806.4690320362,3678.21709488264,7968.25045851415,39375709106.0007,11.5960198919073,42.5617294311523,22.0870532989502,0.233,0.426
developing-2017,Developing,zimbabwe-2017,2017,17584890936.6523,21061283685.9496,1479.37605645489,3795.64243109451,3795.64243109451,8213.92257708728,54037039238.8776,11.0170085913407,44.1786346435547,24.5310878753662,0.207,0.43
developing-2018,Developing,zimbabwe-2018,2018,18115543790.7855,22077324353.2946,1529.0263737276,4017.2217158275,3923.0304945523,8464.7958495928,58003909117.1507,7.72109429394853,45.5726470947266,26.6171207427979,0.242,0.447
developing-2019,Developing,zimbabwe-2019,2019,19284289739.0517,20720841373.1335,1414.82909928095,3783.54789758416,3630.03398530519,7806.48451595546,55411848578.2756,15.7382343347457,46.7814750671387,28.4048767089844,0.249,0.433
